order_id,customer_id,order_date,order_status,shipping_cost
1279,CUST537,2026-02-25,Returned,189.78
1280,CUST762,2025-11-24,Cancelled,72.07
1281,CUST45,2025-07-19,Delivered,38.11
1282,CUST530,2025-10-03,Returned,46.11
1283,CUST546,2025-12-30,Returned,33.92
1284,CUST456,2026-03-27,Returned,35.5
1285,CUST276,2026-02-10,Delivered,193.21
1286,CUST326,2025-07-22,Delivered,36.17
1287,CUST150,2025-08-17,Cancelled,108.86
1288,CUST724,2025-10-21,Returned,176.45
1289,CUST294,2025-06-23,Delivered,86.17
1290,CUST236,2025-09-19,Cancelled,199.02
1291,CUST969,2025-05-18,Cancelled,178.12
1292,CUST622,2026-03-06,Returned,176.94
1293,CUST949,2025-08-20,Delivered,113.4
1294,CUST836,2026-01-29,Returned,197.41
1295,CUST766,2026-01-09,Delivered,172.52
1296,CUST26,2026-03-17,Cancelled,168.89
1297,CUST705,2025-08-19,Delivered,64.96
1298,CUST234,2025-07-04,Cancelled,112.04
1299,CUST116,2025-08-30,Returned,181.27
1300,CUST458,2025-11-04,Returned,100.64
1301,CUST747,2026-01-06,Returned,63.69
1302,CUST225,2026-03-15,Delivered,162.51
1303,CUST513,2025-06-16,Cancelled,119.54
1304,CUST777,2025-08-14,Returned,20.91
1305,CUST124,2026-01-30,Cancelled,85.6
1306,CUST971,2025-10-29,Delivered,52.58
1307,CUST752,2025-06-18,Returned,85.89
1308,CUST690,2026-02-22,Delivered,191.15
1309,CUST718,2025-05-17,Delivered,135.38
1310,CUST410,2026-05-07,Delivered,183.87
1311,CUST353,2026-05-02,Delivered,97.18
1312,CUST23,2025-09-26,Returned,128.18
1313,CUST546,2026-04-28,Cancelled,80.51
1314,CUST189,2026-03-30,Cancelled,166.12
1315,CUST937,2026-01-20,Returned,146.17
1316,CUST905,2025-12-01,Delivered,159.05
1317,CUST20,2026-03-25,Delivered,71.66
1318,CUST207,2026-04-19,Delivered,196.34
1319,CUST880,2025-11-29,Delivered,24.42
1320,CUST756,2025-08-07,Delivered,176.05
1321,CUST482,2025-06-10,Returned,136.06
1322,CUST627,2025-10-06,Cancelled,147.14
1323,CUST733,2026-02-03,Delivered,145.84
1324,CUST550,2025-07-30,Delivered,148.78
1325,CUST209,2026-02-11,Cancelled,36.2
1326,CUST2,2025-05-18,Delivered,179.5
1327,CUST408,2025-08-05,Returned,163.22
1328,CUST120,2025-11-08,Cancelled,135.08
1329,CUST973,2025-10-03,Delivered,148.18
1330,CUST824,2025-09-12,Delivered,171.64
1331,CUST773,2026-01-19,Cancelled,88.47
1332,CUST899,2025-05-27,Cancelled,160.52
1333,CUST205,2026-04-23,Delivered,64.46
1334,CUST28,2025-06-22,Cancelled,110.06
1335,CUST417,2025-10-19,Returned,95.02
1336,CUST676,2025-09-24,Returned,78.03
1337,CUST214,2025-06-09,Returned,35.49
1338,CUST431,2025-10-12,Delivered,53.47
1339,CUST755,2025-05-20,Delivered,93.17
1340,CUST526,2025-08-18,Cancelled,162.39
1341,CUST972,2025-08-24,Returned,138.04
1342,CUST476,2026-02-25,Cancelled,106.34
1343,CUST26,2025-11-29,Returned,92.48
1344,CUST383,2026-05-14,Delivered,80.17
1345,CUST44,2026-02-21,Delivered,101.3
1346,CUST179,2025-07-17,Cancelled,155.55
1347,CUST422,2025-11-12,Delivered,80.95
1348,CUST737,2025-08-03,Delivered,97.7
1349,CUST487,2026-03-11,Returned,76.59
1350,CUST148,2026-04-08,Cancelled,60.96
1351,CUST446,2026-03-12,Delivered,73.0
1352,CUST20,2026-01-13,Returned,85.33
1353,CUST520,2026-02-25,Returned,20.28
1354,CUST140,2025-07-01,Cancelled,128.55
1355,CUST76,2026-01-02,Delivered,31.61
1356,CUST175,2026-03-27,Delivered,91.45
1357,CUST112,2026-04-25,Returned,105.13
1358,CUST452,2026-03-24,Delivered,170.34
1359,CUST860,2025-09-07,Cancelled,85.14
1360,CUST356,2025-10-08,Returned,143.04
1361,CUST810,2025-09-22,Cancelled,44.26
1362,CUST697,2025-12-03,Returned,32.85
1363,CUST500,2025-12-23,Delivered,171.54
1364,CUST296,2026-03-23,Returned,136.18
1365,CUST658,2025-09-28,Delivered,136.02
1366,CUST577,2025-07-21,Returned,171.3
1367,CUST141,2026-03-14,Delivered,117.13
1368,CUST90,2026-03-08,Delivered,93.23
1369,CUST964,2025-07-26,Cancelled,55.09
1370,CUST284,2026-03-19,Returned,39.63
1371,CUST955,2025-11-20,Returned,58.15
1372,CUST595,2025-12-12,Delivered,176.44
1373,CUST483,2025-09-02,Returned,56.62
1374,CUST364,2025-06-13,Returned,142.46
1375,CUST802,2026-05-08,Delivered,137.04
1376,CUST269,2025-08-08,Delivered,47.78
1377,CUST619,2025-06-27,Delivered,22.54
1378,CUST975,2026-01-26,Returned,35.45
1379,CUST901,2025-08-04,Cancelled,74.99
1380,CUST892,2025-10-17,Returned,197.73
1381,CUST353,2026-04-23,Returned,114.33
1382,CUST455,2025-12-10,Delivered,105.32
1383,CUST825,2025-08-29,Cancelled,125.31
1384,CUST192,2025-11-07,Cancelled,50.19
1385,CUST207,2025-10-22,Delivered,70.88
1386,CUST96,2025-06-28,Returned,96.07
1387,CUST591,2025-09-23,Cancelled,174.34
1388,CUST655,2026-01-02,Delivered,181.7
1389,CUST233,2025-05-20,Returned,120.25
1390,CUST306,2025-09-03,Returned,26.02
1391,CUST372,2026-05-15,Returned,103.79
1392,CUST246,2025-06-12,Returned,186.8
1393,CUST684,2026-02-09,Cancelled,97.7
1394,CUST727,2025-10-23,Delivered,36.65
1395,CUST112,2025-08-13,Cancelled,73.09
1396,CUST728,2025-10-22,Delivered,32.88
1397,CUST679,2026-02-13,Delivered,67.8
1398,CUST800,2026-04-17,Returned,162.0
1399,CUST92,2025-11-02,Cancelled,133.08
1400,CUST308,2026-03-15,Returned,68.28
1401,CUST283,2025-08-07,Returned,156.12
1402,CUST489,2025-12-31,Returned,104.4
1403,CUST791,2025-09-24,Cancelled,104.41
1404,CUST262,2026-04-26,Cancelled,170.71
1405,CUST369,2026-05-13,Returned,68.33
1406,CUST526,2026-05-10,Delivered,36.18
1407,CUST312,2025-09-08,Cancelled,80.66
1408,CUST642,2026-01-10,Returned,145.53
1409,CUST28,2025-12-27,Delivered,170.8
1410,CUST43,2025-11-19,Delivered,178.47
1411,CUST345,2026-03-11,Delivered,133.39
1412,CUST849,2025-12-09,Returned,133.97
1413,CUST356,2026-03-01,Delivered,193.16
1414,CUST434,2026-02-04,Returned,52.33
1415,CUST398,2026-02-11,Delivered,42.06
1416,CUST841,2025-09-24,Delivered,103.12
1417,CUST589,2026-03-17,Returned,199.24
1418,CUST703,2025-07-27,Returned,155.3
1419,CUST931,2026-04-10,Delivered,81.77
1420,CUST299,2025-08-11,Returned,185.85
1421,CUST937,2026-02-04,Returned,85.84
1422,CUST868,2025-09-05,Delivered,150.62
1423,CUST257,2025-12-23,Delivered,56.61
1424,CUST718,2025-12-29,Cancelled,33.25
1425,CUST262,2026-01-07,Delivered,29.97
1426,CUST111,2025-10-18,Cancelled,157.59
1427,CUST466,2026-01-31,Returned,148.06
1428,CUST852,2025-09-20,Delivered,77.18
1429,CUST288,2025-11-09,Returned,175.29
1430,CUST890,2025-07-19,Returned,155.87
1431,CUST285,2026-05-09,Returned,91.34
1432,CUST32,2025-08-06,Returned,65.48
1433,CUST243,2026-04-30,Returned,135.63
1434,CUST53,2025-12-07,Returned,32.04
1435,CUST952,2025-11-25,Delivered,97.75
1436,CUST687,2025-11-05,Returned,43.26
1437,CUST862,2025-06-15,Cancelled,98.57
1438,CUST174,2025-09-02,Returned,58.44
1439,CUST113,2025-09-17,Delivered,86.76
1440,CUST443,2026-03-31,Returned,172.04
1441,CUST17,2025-09-27,Returned,63.72
1442,CUST671,2025-11-18,Returned,85.93
1443,CUST307,2025-11-07,Returned,145.62
1444,CUST589,2025-06-01,Cancelled,167.77
1445,CUST379,2025-06-13,Returned,29.52
1446,CUST874,2026-04-30,Returned,80.06
1447,CUST354,2025-05-30,Delivered,108.63
1448,CUST151,2025-09-14,Delivered,124.63
1449,CUST349,2026-02-22,Delivered,26.64
1450,CUST536,2025-07-18,Cancelled,147.08
1451,CUST546,2026-02-11,Delivered,121.33
1452,CUST907,2025-12-11,Cancelled,79.86
1453,CUST412,2025-10-30,Returned,52.4
1454,CUST712,2025-06-22,Delivered,190.27
1455,CUST804,2025-07-06,Delivered,72.98
1456,CUST260,2025-07-05,Returned,114.41
1457,CUST845,2026-02-06,Delivered,40.32
1458,CUST513,2025-05-27,Returned,74.65
1459,CUST784,2025-07-20,Delivered,66.85
1460,CUST515,2026-05-11,Returned,111.29
1461,CUST353,2025-06-20,Returned,137.55
1462,CUST996,2026-01-17,Delivered,94.88
1463,CUST736,2025-06-14,Returned,147.05
1464,CUST371,2025-09-30,Returned,163.59
1465,CUST801,2025-10-27,Delivered,160.23
1466,CUST630,2025-11-01,Delivered,69.98
1467,CUST315,2025-05-23,Returned,141.67
1468,CUST759,2025-10-17,Returned,117.43
1469,CUST439,2026-01-22,Returned,140.17
1470,CUST556,2025-11-12,Delivered,53.08
1471,CUST92,2026-02-15,Cancelled,41.86
1472,CUST442,2026-05-09,Delivered,52.69
1473,CUST648,2025-09-17,Delivered,140.55
1474,CUST426,2025-12-22,Delivered,101.93
1475,CUST266,2025-09-06,Delivered,21.8
1476,CUST743,2026-01-23,Cancelled,21.02
1477,CUST969,2025-06-24,Delivered,127.77
1478,CUST41,2025-07-10,Returned,80.3
1479,CUST167,2025-10-26,Cancelled,176.05
1480,CUST915,2025-10-06,Returned,171.57
1481,CUST773,2026-03-26,Cancelled,84.18
1482,CUST910,2026-03-19,Cancelled,156.54
1483,CUST884,2025-08-05,Cancelled,58.24
1484,CUST292,2026-05-04,Delivered,44.05
1485,CUST275,2025-12-14,Cancelled,118.2
1486,CUST139,2025-09-02,Delivered,112.81
1487,CUST974,2026-01-15,Delivered,25.7
1488,CUST129,2025-09-26,Returned,30.33
1489,CUST781,2025-11-19,Cancelled,173.9
1490,CUST636,2025-08-02,Delivered,142.14
1491,CUST611,2025-06-02,Cancelled,58.49
1492,CUST742,2025-10-27,Returned,57.65
1493,CUST920,2026-01-28,Returned,102.99
1494,CUST599,2025-07-06,Returned,41.31
1495,CUST591,2026-02-04,Cancelled,196.47
1496,CUST852,2025-06-03,Delivered,74.69
1497,CUST289,2025-07-19,Returned,98.9
1498,CUST567,2025-05-25,Returned,43.63
1499,CUST760,2025-10-08,Cancelled,74.59
1500,CUST301,2026-03-30,Cancelled,118.87
1501,CUST955,2025-11-17,Cancelled,23.3
1502,CUST42,2025-06-02,Returned,116.49
1503,CUST751,2025-10-03,Delivered,142.84
1504,CUST464,2025-07-04,Returned,57.83
1505,CUST566,2025-06-10,Cancelled,64.22
1506,CUST851,2025-09-07,Delivered,158.48
1507,CUST452,2025-12-06,Returned,79.05
1508,CUST299,2026-03-14,Returned,155.83
1509,CUST235,2025-10-19,Delivered,122.1
1510,CUST677,2026-02-03,Cancelled,37.55
1511,CUST58,2025-05-30,Cancelled,67.95
1512,CUST949,2026-04-10,Cancelled,199.85
1513,CUST617,2026-05-04,Returned,132.06
1514,CUST354,2025-08-12,Delivered,148.47
1515,CUST224,2025-10-20,Returned,159.99
1516,CUST205,2025-12-30,Returned,171.29
1517,CUST291,2026-03-01,Delivered,191.13
1518,CUST45,2025-12-09,Cancelled,181.63
1519,CUST551,2025-09-06,Returned,103.16
1520,CUST810,2025-11-13,Cancelled,158.49
1521,CUST226,2025-12-31,Returned,44.04
1522,CUST400,2025-06-14,Cancelled,196.5
1523,CUST789,2025-10-01,Delivered,113.56
1524,CUST311,2025-08-18,Cancelled,172.72
1525,CUST766,2026-02-09,Returned,152.51
1526,CUST566,2025-10-16,Delivered,167.36
1527,CUST678,2025-06-05,Returned,23.42
1528,CUST971,2026-01-08,Delivered,192.63
1529,CUST274,2025-10-05,Delivered,29.7
1530,CUST585,2025-10-24,Delivered,88.43
1531,CUST89,2026-05-15,Cancelled,166.64
1532,CUST86,2026-01-29,Cancelled,151.9
1533,CUST386,2026-02-20,Returned,68.28
1534,CUST446,2025-11-22,Cancelled,101.78
1535,CUST62,2026-04-04,Delivered,145.79
1536,CUST881,2026-04-08,Cancelled,190.32
1537,CUST671,2025-09-11,Returned,72.11
1538,CUST515,2026-05-13,Returned,178.83
1539,CUST875,2026-01-19,Cancelled,166.5
1540,CUST642,2025-08-23,Cancelled,50.54
1541,CUST528,2026-01-22,Delivered,107.98
1542,CUST453,2026-03-06,Delivered,158.79
1543,CUST916,2025-11-08,Cancelled,158.73
1544,CUST825,2025-10-10,Returned,79.88
1545,CUST600,2025-11-08,Returned,65.52
1546,CUST798,2025-06-25,Cancelled,189.43
1547,CUST466,2026-05-15,Delivered,173.89
1548,CUST797,2025-05-19,Cancelled,85.87
1549,CUST940,2025-08-22,Cancelled,124.63
1550,CUST181,2025-09-27,Cancelled,73.32
1551,CUST963,2026-04-30,Cancelled,122.77
1552,CUST978,2025-07-16,Returned,150.07
1553,CUST75,2026-05-07,Cancelled,22.79
1554,CUST55,2025-11-07,Cancelled,170.2
1555,CUST24,2026-03-29,Cancelled,196.6
1556,CUST569,2026-05-10,Delivered,85.39
1557,CUST153,2025-07-21,Cancelled,76.86
1558,CUST111,2025-11-26,Cancelled,139.3
1559,CUST536,2026-03-30,Cancelled,174.94
1560,CUST240,2025-08-09,Delivered,119.11
1561,CUST408,2025-05-16,Cancelled,133.73
1562,CUST883,2025-10-09,Delivered,61.48
1563,CUST758,2025-05-20,Delivered,49.74
1564,CUST738,2025-11-21,Delivered,50.74
1565,CUST961,2025-08-28,Cancelled,21.69
1566,CUST665,2026-04-28,Returned,133.1
1567,CUST696,2026-03-22,Cancelled,94.65
1568,CUST906,2025-07-06,Delivered,116.46
1569,CUST781,2025-10-13,Cancelled,147.74
1570,CUST624,2025-11-13,Returned,133.49
1571,CUST163,2026-02-01,Returned,102.72
1572,CUST964,2026-01-06,Returned,58.63
1573,CUST81,2026-04-17,Returned,167.6
1574,CUST548,2025-10-12,Cancelled,170.93
1575,CUST935,2025-07-30,Delivered,92.4
1576,CUST806,2025-09-11,Cancelled,128.41
1577,CUST981,2026-01-26,Cancelled,67.66
1578,CUST818,2026-03-22,Returned,76.72
1579,CUST74,2025-06-07,Returned,63.64
1580,CUST740,2025-10-15,Returned,32.41
1581,CUST324,2025-11-04,Returned,27.01
1582,CUST890,2025-06-01,Cancelled,92.31
1583,CUST359,2026-01-04,Delivered,73.83
1584,CUST613,2025-06-24,Returned,72.75
1585,CUST811,2026-02-16,Returned,196.28
1586,CUST191,2025-09-29,Cancelled,46.24
1587,CUST795,2025-07-10,Returned,109.19
1588,CUST801,2025-08-05,Cancelled,157.37
1589,CUST536,2026-01-17,Returned,107.64
1590,CUST803,2026-03-29,Delivered,65.95
1591,CUST346,2025-09-29,Cancelled,35.32
1592,CUST735,2025-10-21,Returned,159.63
1593,CUST404,2025-06-03,Delivered,142.05
1594,CUST485,2026-04-16,Delivered,34.93
1595,CUST655,2025-07-20,Cancelled,49.91
1596,CUST278,2026-01-19,Cancelled,54.21
1597,CUST541,2026-03-21,Cancelled,122.1
1598,CUST39,2026-01-22,Returned,140.34
1599,CUST650,2026-03-25,Returned,65.74
1600,CUST953,2025-12-20,Returned,24.43
1601,CUST149,2025-08-09,Cancelled,29.75
1602,CUST439,2025-06-17,Delivered,168.66
1603,CUST884,2025-11-28,Delivered,195.3
1604,CUST983,2026-04-11,Delivered,137.41
1605,CUST635,2025-09-12,Delivered,69.28
1606,CUST492,2026-04-05,Returned,151.66
1607,CUST852,2025-12-21,Delivered,127.41
1608,CUST496,2026-04-15,Delivered,106.69
1609,CUST273,2025-11-20,Cancelled,116.61
1610,CUST774,2025-07-14,Delivered,69.93
1611,CUST597,2025-12-15,Delivered,122.31
1612,CUST349,2026-03-02,Delivered,198.34
1613,CUST111,2025-08-10,Delivered,42.7
1614,CUST486,2025-11-27,Delivered,130.85
1615,CUST282,2025-11-30,Delivered,192.33
1616,CUST140,2025-12-04,Delivered,134.04
1617,CUST72,2025-07-09,Delivered,52.85
1618,CUST159,2025-09-15,Delivered,153.43
1619,CUST928,2026-01-13,Cancelled,57.66
1620,CUST496,2025-08-01,Returned,77.87
1621,CUST778,2025-10-18,Delivered,192.8
1622,CUST658,2026-02-25,Delivered,112.83
1623,CUST262,2026-02-14,Returned,197.21
1624,CUST96,2026-03-29,Cancelled,68.78
1625,CUST471,2025-11-20,Returned,163.44
1626,CUST620,2026-05-08,Delivered,66.02
1627,CUST268,2025-08-09,Cancelled,105.91
1628,CUST389,2025-10-19,Returned,132.82
1629,CUST111,2026-05-05,Cancelled,105.23
1630,CUST302,2025-09-09,Cancelled,47.27
1631,CUST478,2026-05-10,Returned,94.0
1632,CUST290,2025-07-08,Returned,177.94
1633,CUST619,2025-06-14,Cancelled,82.83
1634,CUST36,2026-04-13,Cancelled,71.19
1635,CUST998,2026-04-29,Cancelled,63.51
1636,CUST388,2025-07-10,Delivered,73.3
1637,CUST305,2025-11-22,Returned,148.66
1638,CUST635,2025-07-10,Cancelled,43.82
1639,CUST973,2026-02-06,Returned,146.23
1640,CUST651,2026-05-15,Cancelled,65.71
1641,CUST77,2025-12-22,Returned,164.3
1642,CUST729,2026-02-18,Cancelled,187.63
1643,CUST950,2025-08-26,Returned,59.18
1644,CUST946,2026-01-03,Delivered,109.82
1645,CUST516,2025-11-11,Cancelled,163.66
1646,CUST650,2025-11-21,Returned,46.89
1647,CUST857,2025-09-29,Delivered,90.14
1648,CUST743,2025-08-01,Delivered,30.04
1649,CUST522,2025-11-30,Delivered,191.06
1650,CUST851,2025-06-03,Cancelled,152.75
1651,CUST563,2025-11-22,Cancelled,119.96
1652,CUST234,2025-06-30,Cancelled,121.72
1653,CUST337,2025-10-05,Delivered,136.0
1654,CUST216,2026-01-09,Returned,137.03
1655,CUST626,2025-08-20,Returned,89.48
1656,CUST722,2026-03-31,Cancelled,90.82
1657,CUST868,2026-04-04,Delivered,190.67
1658,CUST412,2025-08-18,Returned,115.06
1659,CUST594,2025-11-27,Returned,138.19
1660,CUST221,2025-12-21,Returned,34.76
1661,CUST436,2025-09-26,Cancelled,89.44
1662,CUST604,2025-07-18,Cancelled,183.08
1663,CUST113,2026-05-04,Cancelled,139.94
1664,CUST763,2025-11-03,Returned,188.64
1665,CUST724,2025-07-21,Delivered,116.9
1666,CUST775,2026-02-12,Cancelled,187.01
1667,CUST651,2025-08-25,Returned,179.09
1668,CUST700,2025-07-28,Delivered,176.31
1669,CUST689,2025-10-08,Delivered,94.33
1670,CUST452,2025-07-22,Cancelled,146.83
1671,CUST253,2025-05-28,Returned,117.04
1672,CUST886,2025-10-13,Cancelled,45.98
1673,CUST501,2025-06-28,Returned,56.17
1674,CUST587,2025-10-03,Returned,22.71
1675,CUST115,2026-05-04,Delivered,87.87
1676,CUST232,2025-11-08,Returned,120.18
1677,CUST803,2025-10-15,Delivered,98.83
1678,CUST636,2025-09-11,Returned,73.61
1679,CUST698,2025-10-25,Delivered,106.23
1680,CUST850,2026-04-02,Cancelled,100.58
1681,CUST870,2025-10-24,Returned,46.55
1682,CUST559,2026-03-25,Returned,134.07
1683,CUST371,2025-12-08,Delivered,139.92
1684,CUST801,2026-05-08,Delivered,117.73
1685,CUST404,2025-07-17,Cancelled,83.12
1686,CUST805,2025-12-02,Returned,102.06
1687,CUST177,2025-10-09,Cancelled,173.74
1688,CUST633,2025-12-19,Returned,160.63
1689,CUST654,2026-03-22,Cancelled,102.22
1690,CUST545,2025-11-12,Cancelled,52.94
1691,CUST327,2026-01-19,Delivered,62.85
1692,CUST329,2025-08-26,Cancelled,169.8
1693,CUST726,2026-02-05,Delivered,104.62
1694,CUST711,2025-06-16,Returned,91.6
1695,CUST341,2026-03-03,Delivered,171.86
1696,CUST841,2025-05-22,Delivered,53.9
1697,CUST770,2025-08-14,Returned,179.49
1698,CUST973,2026-04-27,Delivered,89.65
1699,CUST265,2025-06-03,Returned,164.5
1700,CUST492,2025-05-19,Delivered,78.21
1701,CUST42,2025-10-04,Delivered,186.69
1702,CUST182,2026-01-05,Delivered,108.61
1703,CUST920,2025-08-15,Cancelled,87.1
1704,CUST738,2026-03-22,Delivered,62.36
1705,CUST497,2025-08-31,Cancelled,64.12
1706,CUST855,2026-02-07,Delivered,184.24
1707,CUST718,2026-02-21,Delivered,123.74
1708,CUST569,2026-04-19,Cancelled,169.67
1709,CUST185,2026-01-27,Delivered,49.68
1710,CUST409,2025-05-29,Delivered,141.02
1711,CUST224,2025-07-11,Returned,81.81
1712,CUST41,2025-07-01,Cancelled,92.88
1713,CUST84,2025-05-17,Returned,21.17
1714,CUST184,2025-10-27,Delivered,124.08
1715,CUST457,2025-09-20,Cancelled,22.14
1716,CUST575,2026-01-25,Returned,64.32
1717,CUST429,2026-01-30,Delivered,113.41
1718,CUST185,2026-01-20,Returned,153.18
1719,CUST988,2025-10-06,Delivered,187.23
1720,CUST76,2026-05-13,Cancelled,170.12
1721,CUST256,2025-11-08,Cancelled,97.64
1722,CUST597,2025-05-26,Cancelled,29.61
1723,CUST301,2026-02-09,Returned,66.72
1724,CUST503,2025-10-01,Delivered,175.11
1725,CUST685,2026-04-08,Cancelled,68.95
1726,CUST917,2025-06-21,Cancelled,192.03
1727,CUST951,2025-11-04,Delivered,111.59
1728,CUST367,2025-09-30,Cancelled,69.35
1729,CUST763,2026-02-21,Cancelled,42.17
1730,CUST159,2025-11-29,Returned,82.57
1731,CUST114,2025-08-11,Returned,128.21
1732,CUST892,2025-11-20,Delivered,176.58
1733,CUST949,2025-05-29,Cancelled,40.0
1734,CUST743,2025-05-21,Returned,133.2
1735,CUST168,2026-04-07,Cancelled,188.27
1736,CUST498,2025-06-13,Delivered,168.51
1737,CUST275,2026-05-13,Delivered,45.96
1738,CUST328,2026-05-02,Delivered,46.27
1739,CUST143,2026-05-09,Delivered,198.51
1740,CUST631,2026-02-04,Cancelled,193.86
1741,CUST321,2025-12-02,Delivered,96.26
1742,CUST823,2026-02-05,Cancelled,70.62
1743,CUST247,2025-06-25,Delivered,27.08
1744,CUST311,2025-07-07,Cancelled,103.85
1745,CUST637,2025-07-06,Delivered,87.02
1746,CUST714,2025-12-26,Delivered,33.68
1747,CUST949,2025-08-31,Cancelled,149.1
1748,CUST885,2025-07-31,Delivered,176.34
1749,CUST931,2026-01-09,Returned,102.99
1750,CUST221,2025-08-09,Returned,137.67
1751,CUST1000,2025-11-22,Cancelled,81.82
1752,CUST495,2025-07-28,Delivered,56.03
1753,CUST793,2026-04-20,Cancelled,190.76
1754,CUST313,2026-03-24,Delivered,166.86
1755,CUST654,2026-05-04,Returned,175.64
1756,CUST427,2025-07-17,Cancelled,115.52
1757,CUST357,2025-09-12,Delivered,129.31
1758,CUST852,2025-10-21,Cancelled,21.28
1759,CUST284,2026-04-19,Cancelled,83.33
1760,CUST713,2025-11-05,Cancelled,92.79
1761,CUST592,2025-11-03,Cancelled,30.38
1762,CUST562,2026-01-23,Cancelled,174.85
1763,CUST831,2026-04-06,Delivered,147.44
1764,CUST443,2025-07-16,Cancelled,183.78
1765,CUST143,2026-01-08,Cancelled,32.11
1766,CUST915,2025-11-04,Returned,113.43
1767,CUST947,2026-04-19,Cancelled,199.94
1768,CUST282,2025-10-04,Delivered,31.56
1769,CUST145,2025-12-20,Delivered,145.32
1770,CUST608,2026-02-21,Cancelled,199.47
1771,CUST578,2025-11-04,Cancelled,153.96
1772,CUST839,2025-06-17,Delivered,102.28
1773,CUST264,2025-08-10,Returned,157.75
1774,CUST24,2025-11-08,Delivered,62.95
1775,CUST117,2025-08-09,Returned,69.79
1776,CUST455,2025-11-29,Cancelled,143.22
1777,CUST93,2025-07-01,Delivered,103.0
1778,CUST677,2026-04-23,Returned,188.79
1779,CUST259,2025-09-20,Delivered,176.27
1780,CUST959,2025-08-06,Cancelled,34.09
1781,CUST755,2026-03-28,Delivered,86.76
1782,CUST308,2025-09-16,Cancelled,170.91
1783,CUST953,2026-04-29,Cancelled,28.8
1784,CUST462,2026-03-18,Returned,159.28
1785,CUST179,2026-03-15,Cancelled,194.44
1786,CUST827,2025-08-26,Cancelled,193.41
1787,CUST740,2025-06-14,Returned,87.22
1788,CUST446,2025-07-31,Delivered,81.49
1789,CUST365,2025-06-13,Delivered,196.85
1790,CUST920,2026-01-23,Cancelled,21.95
1791,CUST551,2025-11-19,Cancelled,84.7
1792,CUST57,2026-01-22,Cancelled,116.17
1793,CUST123,2026-05-03,Delivered,106.78
1794,CUST278,2026-03-24,Returned,170.64
1795,CUST744,2025-05-18,Delivered,74.22
1796,CUST268,2025-11-07,Cancelled,85.68
1797,CUST98,2025-09-06,Returned,150.29
1798,CUST373,2026-04-28,Cancelled,159.34
1799,CUST414,2026-02-02,Cancelled,161.78
1800,CUST560,2026-01-17,Delivered,81.16
1801,CUST489,2026-01-17,Returned,149.42
1802,CUST21,2025-05-15,Delivered,123.09
1803,CUST955,2025-07-02,Cancelled,73.6
1804,CUST80,2025-06-03,Delivered,184.28
1805,CUST339,2026-03-17,Delivered,180.72
1806,CUST766,2025-09-04,Returned,61.46
1807,CUST265,2025-06-12,Cancelled,153.86
1808,CUST316,2025-09-05,Cancelled,41.25
1809,CUST647,2025-08-02,Delivered,176.7
1810,CUST256,2025-08-28,Delivered,93.01
1811,CUST963,2026-01-27,Delivered,31.42
1812,CUST151,2025-08-20,Delivered,45.48
1813,CUST991,2025-09-23,Delivered,36.32
1814,CUST300,2026-03-17,Cancelled,129.34
1815,CUST896,2026-02-18,Delivered,149.56
1816,CUST456,2025-12-12,Returned,94.24
1817,CUST85,2025-05-29,Cancelled,107.04
1818,CUST336,2026-04-02,Delivered,107.94
1819,CUST584,2025-08-25,Delivered,92.9
1820,CUST563,2025-11-01,Delivered,95.95
1821,CUST668,2025-08-25,Delivered,106.18
1822,CUST230,2025-12-21,Returned,120.1
1823,CUST831,2025-06-17,Returned,43.6
1824,CUST482,2025-12-21,Returned,20.12
1825,CUST546,2025-12-21,Delivered,66.35
1826,CUST426,2025-07-26,Delivered,22.89
1827,CUST174,2025-06-13,Returned,91.2
1828,CUST990,2025-11-01,Returned,146.17
1829,CUST447,2025-12-22,Delivered,20.95
1830,CUST964,2025-07-14,Delivered,87.8
1831,CUST740,2026-01-19,Delivered,94.58
1832,CUST9,2025-08-13,Delivered,174.53
1833,CUST535,2025-12-20,Returned,187.63
1834,CUST543,2026-02-02,Cancelled,181.45
1835,CUST528,2026-01-03,Cancelled,160.98
1836,CUST163,2026-04-08,Delivered,103.87
1837,CUST558,2026-05-05,Delivered,159.22
1838,CUST395,2025-06-01,Cancelled,71.81
1839,CUST574,2025-08-12,Returned,149.03
1840,CUST693,2026-05-08,Cancelled,191.31
1841,CUST421,2026-03-20,Cancelled,178.05
1842,CUST857,2025-06-13,Cancelled,91.8
1843,CUST48,2025-12-16,Cancelled,136.87
1844,CUST709,2026-04-15,Delivered,74.62
1845,CUST385,2025-11-19,Cancelled,190.94
1846,CUST111,2025-06-06,Cancelled,122.25
1847,CUST149,2025-06-11,Returned,127.76
1848,CUST881,2025-11-20,Delivered,191.39
1849,CUST581,2026-02-24,Cancelled,87.68
1850,CUST276,2025-12-08,Cancelled,157.67
1851,CUST665,2025-08-12,Delivered,128.92
1852,CUST262,2025-10-27,Returned,154.58
1853,CUST259,2025-12-01,Delivered,67.0
1854,CUST693,2026-03-09,Delivered,145.85
1855,CUST189,2025-11-08,Delivered,79.69
1856,CUST371,2025-05-18,Delivered,173.55
1857,CUST647,2025-10-29,Cancelled,198.76
1858,CUST736,2026-03-27,Returned,124.85
1859,CUST952,2026-04-14,Delivered,123.96
1860,CUST685,2026-02-15,Returned,97.1
