order_id,payment_method,payment_amount
1256,COD,11543.21
1257,Card,0.0
1258,Net Banking,0.0
1259,Card,6303.025
1260,COD,16999.42
1261,COD,0.0
1262,COD,24890.63
1263,Card,0.0
1264,Card,0.0
1265,Net Banking,7551.66
1266,Net Banking,1582.195
1267,Net Banking,8173.09
1268,Card,17577.41
1269,COD,3077.04
1270,Card,25897.59
1271,UPI,6781.15
1272,Net Banking,0.0
1273,Card,0.0
1274,Net Banking,541.81
1275,Card,2094.49
1276,UPI,31178.4
1277,Net Banking,34747.74
1278,Card,8932.46
1279,COD,7800.045
1280,Card,0.0
1281,Net Banking,22407.37
1282,COD,4898.22
1283,Card,2095.675
1284,UPI,8711.07
1285,Net Banking,3140.71
1286,Card,6282.34
1287,UPI,0.0
1288,COD,4151.305
1289,COD,5023.35
1290,Card,0.0
1291,Card,0.0
1292,COD,262.06
1293,Net Banking,26173.81
1294,Net Banking,283.79
1295,UPI,31184.38
1296,UPI,0.0
1297,Net Banking,23094.769999999997
1298,Card,0.0
1299,UPI,3297.395
1300,COD,11492.225
1301,Card,3316.0550000000003
1302,Net Banking,25078.760000000002
1303,Card,0.0
1304,Net Banking,3817.3999999999996
1305,Net Banking,0.0
1306,COD,2405.7799999999997
1307,Net Banking,7331.785
1308,UPI,17084.63
1309,UPI,18583.7
1310,Card,25980.43
1311,COD,5166.72
1312,COD,1566.24
1313,Card,0.0
1314,Card,0.0
1315,Card,9595.5
1316,Card,29437.340000000004
1317,UPI,5163.59
1318,COD,2792.66
1319,COD,14940.56
1320,UPI,1752.01
1321,Card,16460.4
1322,Net Banking,0.0
1323,Card,7147.77
1324,COD,17884.46
1325,Net Banking,0.0
1326,Net Banking,30534.88
1327,Net Banking,15663.835000000001
1328,COD,0.0
1329,COD,2855.1
1330,Net Banking,15000.19
1331,UPI,0.0
1332,COD,0.0
1333,UPI,13863.04
1334,COD,0.0
1335,Net Banking,9907.315
1336,UPI,5677.905
1337,UPI,6115.185
1338,Card,12257.98
1339,Card,13357.88
1340,UPI,0.0
1341,Net Banking,926.51
1342,Net Banking,0.0
1343,COD,2074.275
1344,UPI,11878.470000000001
1345,COD,19343.9
1346,Card,0.0
1347,Net Banking,11430.09
1348,Net Banking,24141.27
1349,Card,3646.285
1350,Net Banking,0.0
1351,COD,11682.99
1352,Card,4179.835
1353,UPI,12203.215
1354,COD,0.0
1355,COD,20341.129999999997
1356,UPI,10719.51
1357,Net Banking,9745.515
1358,Net Banking,13764.26
1359,Card,0.0
1360,COD,8520.29
1361,Card,0.0
1362,COD,10990.585
1363,UPI,18390.54
1364,Card,3373.2149999999997
1365,Card,181.14
1366,Net Banking,4605.225
1367,COD,4573.33
1368,Card,5920.610000000001
1369,Card,0.0
1370,Card,2286.68
1371,COD,8670.015
1372,COD,4788.42
1373,Card,9647.16
1374,UPI,6028.225
1375,Card,19904.06
1376,Card,31541.21
1377,UPI,6700.92
1378,Card,2179.85
1379,Card,0.0
1380,UPI,6690.19
1381,Card,4649.485000000001
1382,Net Banking,10539.720000000001
1383,Card,0.0
1384,Net Banking,0.0
1385,Card,14326.02
1386,Net Banking,8311.2
1387,UPI,0.0
1388,UPI,21456.95
1389,Card,3834.7799999999997
1390,COD,1692.795
1391,COD,15254.395
1392,Net Banking,6437.745000000001
1393,COD,0.0
1394,UPI,4653.09
1395,COD,0.0
1396,Card,7005.65
1397,Card,26174.19
1398,UPI,14322.52
1399,Net Banking,0.0
1400,COD,9459.36
1401,COD,4367.17
1402,COD,10689.25
1403,COD,0.0
1404,COD,0.0
1405,COD,457.085
1406,UPI,383.08
1407,Net Banking,0.0
1408,COD,7718.29
1409,Net Banking,407.45
1410,COD,11804.369999999999
1411,UPI,18676.33
1412,Net Banking,3589.8
1413,COD,11601.1
1414,UPI,8095.000000000001
1415,UPI,10513.07
1416,Card,11882.04
1417,Net Banking,10758.625
1418,Card,431.325
1419,UPI,23260.89
1420,UPI,18315.625
1421,Net Banking,4569.305
1422,Net Banking,27579.4
1423,COD,16214.15
1424,Card,0.0
1425,Net Banking,353.06
1426,Card,0.0
1427,UPI,3044.73
1428,Card,16720.84
1429,Net Banking,10337.77
1430,Card,9602.99
1431,Card,3846.365
1432,UPI,3331.965
1433,COD,3801.88
1434,Net Banking,2743.605
1435,Card,12638.17
1436,COD,4321.21
1437,Card,0.0
1438,COD,1614.6
1439,UPI,14042.759999999998
1440,Net Banking,1386.43
1441,COD,3955.55
1442,UPI,10641.7
1443,Net Banking,10452.1
1444,Card,0.0
1445,Card,6298.005
1446,UPI,1717.765
1447,Net Banking,2051.36
1448,Net Banking,8209.75
1449,UPI,24043.22
1450,COD,0.0
1451,Net Banking,6903.3
1452,Net Banking,0.0
1453,Card,10745.285
1454,UPI,20841.440000000002
1455,UPI,14555.62
1456,Card,283.79
1457,Net Banking,18048.339999999997
1458,COD,12173.305
1459,Net Banking,8542.27
1460,COD,4320.945
1461,UPI,2720.575
1462,UPI,3742.96
1463,UPI,3098.27
1464,UPI,3334.63
1465,COD,20405.79
1466,COD,19128.78
1467,Card,4584.764999999999
1468,Net Banking,6392.8150000000005
1469,Net Banking,13601.564999999999
1470,COD,33403.229999999996
1471,Net Banking,0.0
1472,Net Banking,13611.130000000001
1473,COD,6709.5599999999995
1474,Net Banking,4086.52
1475,Net Banking,13561.99
1476,Card,0.0
1477,Net Banking,7823.459999999999
1478,Card,2757.555
1479,COD,0.0
1480,COD,2947.205
1481,COD,0.0
1482,Card,0.0
1483,Card,0.0
1484,Net Banking,18948.97
1485,COD,0.0
1486,COD,4647.5
1487,COD,18199.670000000002
1488,Net Banking,10657.4
1489,Net Banking,0.0
1490,Net Banking,25744.49
1491,Card,0.0
1492,Net Banking,5210.665
1493,COD,5396.185
1494,Net Banking,14855.560000000001
1495,Card,0.0
1496,COD,15852.010000000002
1497,Net Banking,8961.69
1498,Net Banking,6952.625
1499,Net Banking,0.0
1500,Card,0.0
1501,COD,0.0
1502,Net Banking,11931.53
1503,Net Banking,19827.01
1504,Net Banking,12553.545
1505,UPI,0.0
1506,UPI,32362.66
1507,Card,9007.61
1508,Card,8951.145
1509,UPI,24661.19
1510,UPI,0.0
1511,Card,0.0
1512,Net Banking,0.0
1513,Net Banking,957.525
1514,Card,17817.350000000002
1515,Card,7100.68
1516,Net Banking,6496.785
1517,COD,28901.38
1518,COD,0.0
1519,Net Banking,9486.36
1520,Net Banking,0.0
1521,Card,9415.97
1522,COD,0.0
1523,Card,17445.25
1524,Net Banking,0.0
1525,COD,15421.665
1526,COD,8119.44
1527,UPI,1731.555
1528,Card,6322.53
1529,COD,6562.51
1530,Card,21316.05
1531,UPI,0.0
1532,UPI,0.0
1533,Net Banking,8303.779999999999
1534,Net Banking,0.0
1535,COD,4134.01
1536,Net Banking,0.0
1537,Card,10121.155
1538,UPI,13082.605
1539,COD,0.0
1540,COD,0.0
1541,COD,4229.39
1542,UPI,8717.06
1543,COD,0.0
1544,COD,11253.34
1545,COD,8176.905000000001
1546,Card,0.0
1547,COD,40408.25
1548,Card,0.0
1549,Net Banking,0.0
1550,Card,0.0
1551,COD,0.0
1552,UPI,21923.53
1553,UPI,0.0
1554,UPI,0.0
1555,UPI,0.0
1556,UPI,7763.07
1557,Net Banking,0.0
1558,COD,0.0
1559,Net Banking,0.0
1560,COD,27583.45
1561,Card,0.0
1562,Net Banking,4302.37
1563,Card,1999.0
1564,UPI,10540.34
1565,Card,0.0
1566,UPI,326.28
1567,COD,0.0
1568,Net Banking,20050.05
1569,COD,0.0
1570,Net Banking,12573.665
1571,Card,4821.38
1572,Net Banking,5642.965
1573,Card,10813.845000000001
1574,Card,0.0
1575,UPI,17937.26
1576,Card,0.0
1577,COD,0.0
1578,UPI,5339.1
1579,Card,12622.705
1580,COD,12928.295
1581,Net Banking,9891.369999999999
1582,Net Banking,0.0
1583,COD,17768.41
1584,COD,6700.25
1585,Net Banking,11801.555
1586,Net Banking,0.0
1587,Card,6589.28
1588,UPI,0.0
1589,Card,490.72
1590,Net Banking,20144.96
1591,Card,0.0
1592,COD,2555.705
1593,Card,3337.38
1594,Card,7479.21
1595,Card,0.0
1596,Card,0.0
1597,Card,0.0
1598,COD,18043.71
1599,Net Banking,5964.955
1600,Card,5130.11
1601,Card,0.0
1602,Net Banking,8059.7
1603,Net Banking,24285.64
1604,Card,9006.66
1605,UPI,4607.76
1606,COD,6685.205
1607,Card,2529.9
1608,Net Banking,3243.94
1609,Card,0.0
1610,COD,10448.1
1611,Net Banking,11075.88
1612,Net Banking,30646.19
1613,UPI,23034.61
1614,Card,3790.4
1615,Net Banking,6421.58
1616,UPI,20095.32
1617,COD,13157.45
1618,UPI,10217.91
1619,COD,0.0
1620,UPI,4653.43
1621,Card,12067.2
1622,Net Banking,1972.35
1623,COD,6290.08
1624,Card,0.0
1625,Card,70.23
1626,Card,8585.369999999999
1627,COD,0.0
1628,COD,6828.639999999999
1629,Net Banking,0.0
1630,Card,0.0
1631,Card,176.53
1632,UPI,5849.620000000001
1633,UPI,0.0
1634,COD,0.0
1635,UPI,0.0
1636,COD,12834.45
1637,Net Banking,2895.5
1638,Card,0.0
1639,Card,3694.2
1640,Card,0.0
1641,Card,8020.15
1642,COD,0.0
1643,Net Banking,1762.59
1644,COD,30176.9
1645,Card,0.0
1646,COD,631.63
1647,Net Banking,5614.76
1648,Card,8837.76
1649,COD,17026.73
1650,Net Banking,0.0
1651,COD,0.0
1652,Net Banking,0.0
1653,Card,8829.67
1654,UPI,11554.654999999999
1655,COD,4785.650000000001
1656,Card,0.0
1657,Card,17472.760000000002
1658,Card,8714.13
1659,COD,12353.975
1660,COD,5183.055
1661,UPI,0.0
1662,Card,0.0
1663,Card,0.0
1664,Card,3902.9
1665,UPI,9201.05
1666,UPI,0.0
1667,Net Banking,6453.29
1668,COD,6106.8
1669,Net Banking,10791.94
1670,Net Banking,0.0
1671,COD,3983.6449999999995
1672,UPI,0.0
1673,UPI,9296.27
1674,COD,9916.385
1675,COD,11131.87
1676,Net Banking,1837.365
1677,Net Banking,12591.8
1678,Card,15175.645
1679,UPI,6696.25
1680,Net Banking,0.0
1681,UPI,9312.04
1682,COD,12970.475
1683,Card,2731.82
1684,COD,9444.310000000001
1685,Card,0.0
1686,Net Banking,2478.83
1687,Card,0.0
1688,Card,7491.585
1689,Net Banking,0.0
1690,Card,0.0
1691,COD,13617.41
1692,Net Banking,0.0
1693,Card,6654.73
1694,COD,5481.24
1695,Net Banking,5932.35
1696,COD,15047.4
1697,Card,16161.985
1698,Card,9903.6
1699,COD,8872.27
1700,UPI,18660.99
1701,COD,15970.76
1702,COD,396.27
1703,Net Banking,0.0
1704,UPI,3858.24
1705,Card,0.0
1706,UPI,23708.6
1707,Net Banking,21837.59
1708,Card,0.0
1709,UPI,6035.21
1710,Card,27609.31
1711,COD,10931.84
1712,COD,0.0
1713,COD,8649.42
1714,UPI,1706.6999999999998
1715,COD,0.0
1716,Net Banking,7335.43
1717,Net Banking,11568.79
1718,UPI,5759.83
1719,UPI,24766.28
1720,UPI,0.0
1721,Net Banking,0.0
1722,Net Banking,0.0
1723,Net Banking,8022.92
1724,UPI,5746.29
1725,Card,0.0
1726,Card,0.0
1727,Net Banking,16456.29
1728,Net Banking,0.0
1729,Net Banking,0.0
1730,Card,15853.21
1731,COD,9750.935000000001
1732,COD,15608.52
1733,Net Banking,0.0
1734,Net Banking,14138.185000000001
1735,UPI,0.0
1736,Card,14740.380000000001
1737,UPI,25598.44
1738,Card,7848.29
1739,Net Banking,2349.61
1740,Card,0.0
1741,Net Banking,23529.129999999997
1742,Card,0.0
1743,Card,7145.93
1744,UPI,0.0
1745,Card,7145.93
1746,COD,18403.95
1747,UPI,0.0
1748,Card,10963.4
1749,Net Banking,2869.42
1750,Net Banking,8261.29
1751,Net Banking,0.0
1752,COD,12336.19
1753,Net Banking,0.0
1754,UPI,3507.39
1755,COD,7477.5
1756,Net Banking,0.0
1757,Card,243.5
1758,COD,0.0
1759,Card,0.0
1760,UPI,0.0
1761,Net Banking,0.0
1762,COD,0.0
1763,UPI,11542.07
1764,Net Banking,0.0
1765,UPI,0.0
1766,Net Banking,6343.77
1767,Card,0.0
1768,COD,3951.78
1769,Net Banking,14394.44
1770,Net Banking,0.0
1771,Card,0.0
1772,Net Banking,5743.95
1773,Net Banking,2770.3999999999996
1774,UPI,23155.690000000002
1775,Net Banking,16052.935
1776,COD,0.0
1777,UPI,10947.82
1778,UPI,1347.7350000000001
1779,COD,6475.57
1780,COD,0.0
1781,Card,29049.47
1782,COD,0.0
1783,Card,0.0
1784,Net Banking,10802.65
1785,Card,0.0
1786,Card,0.0
1787,Net Banking,6253.625
1788,Card,6412.0199999999995
1789,UPI,28769.18
1790,Card,0.0
1791,Net Banking,0.0
1792,UPI,0.0
1793,Net Banking,7137.5
1794,Card,6014.16
1795,UPI,12342.53
1796,Card,0.0
1797,Card,8363.59
1798,COD,0.0
1799,COD,0.0
1800,COD,12379.99
1801,Net Banking,14241.205
1802,UPI,28060.760000000002
1803,UPI,0.0
1804,Net Banking,5582.88
1805,Net Banking,5923.59
1806,UPI,1625.435
1807,UPI,0.0
1808,COD,0.0
1809,COD,4763.97
1810,UPI,10242.02
1811,UPI,8443.87
1812,UPI,14553.849999999999
1813,UPI,25781.68
1814,UPI,0.0
1815,COD,2952.63
1816,Card,5569.85
1817,Net Banking,0.0
1818,UPI,1203.4
1819,Card,20015.92
1820,COD,4728.51
1821,Net Banking,2474.94
1822,COD,4507.94
1823,Net Banking,7530.67
1824,Card,5931.094999999999
1825,COD,8014.56
1826,Net Banking,450.66
1827,COD,8434.009999999998
1828,COD,3633.01
1829,Card,28340.41
1830,UPI,8607.4
1831,UPI,3373.34
1832,COD,8859.14
1833,COD,8267.895
1834,Net Banking,0.0
1835,COD,0.0
1836,Net Banking,8625.1
1837,Net Banking,9655.99
1838,Card,0.0
1839,COD,13038.925
1840,UPI,0.0
1841,COD,0.0
1842,Card,0.0
1843,UPI,0.0
1844,UPI,7093.08
1845,Card,0.0
1846,Card,0.0
1847,UPI,6163.76
1848,COD,15241.47
1849,Card,0.0
1850,Net Banking,0.0
1851,Net Banking,2449.85
1852,COD,5819.645
1853,UPI,1790.68
1854,COD,12699.68
1855,UPI,18180.07
1856,COD,10287.85
1857,COD,0.0
1858,UPI,8017.84
1859,Net Banking,14968.42
1860,COD,1222.67
1861,Net Banking,384.745
1862,Net Banking,21631.059999999998
1863,Card,29067.5
1864,Card,0.0
1865,COD,2047.04
1866,Card,0.0
1867,UPI,9065.130000000001
1868,UPI,10056.98
1869,UPI,8504.8
1870,UPI,134.79
1871,UPI,2198.77
1872,Net Banking,6997.305
1873,Net Banking,3359.3900000000003
1874,UPI,0.0
1875,Card,4592.205
1876,Card,0.0
1877,COD,9415.33
1878,Card,0.0
1879,COD,3612.14
1880,UPI,0.0
1881,COD,0.0
1882,UPI,1580.93
1883,UPI,8507.744999999999
1884,Net Banking,2210.29
1885,Net Banking,0.0
1886,Card,9913.535
1887,COD,30733.89
1888,Card,7199.385
1889,Card,0.0
1890,Net Banking,18512.95
1891,Card,5805.495
1892,Card,0.0
1893,Card,0.0
1894,UPI,6743.09
1895,UPI,0.0
1896,Card,0.0
1897,COD,0.0
1898,UPI,12990.58
1899,COD,0.0
1900,UPI,21229.190000000002
1901,Card,0.0
1902,Card,10989.91
1903,COD,3501.77
1904,UPI,0.0
1905,UPI,9361.55
1906,UPI,0.0
1907,UPI,3341.66
1908,Net Banking,0.0
1909,COD,5950.92
1910,Net Banking,0.0
1911,Card,3075.1400000000003
1912,COD,1375.08
1913,COD,3437.355
1914,UPI,17625.72
1915,Net Banking,15248.905
1916,Card,0.0
1917,UPI,0.0
1918,UPI,0.0
1919,COD,1092.73
1920,UPI,0.0
1921,UPI,2467.86
1922,UPI,0.0
1923,Card,14491.32
1924,UPI,19719.685
1925,Net Banking,26440.16
1926,COD,0.0
1927,Net Banking,0.0
1928,COD,15355.97
1929,Net Banking,0.0
1930,Card,27331.8
1931,Card,6273.695
1932,UPI,13110.665
1933,UPI,5510.835
1934,Net Banking,1298.51
1935,UPI,12413.695
1936,Net Banking,767.96
1937,UPI,0.0
1938,Net Banking,0.0
1939,COD,19125.63
1940,COD,0.0
1941,COD,4947.925
1942,COD,6852.69
1943,Net Banking,137.545
1944,UPI,10287.61
1945,Card,18188.385000000002
1946,COD,10303.96
1947,COD,20557.58
1948,Net Banking,0.0
1949,Card,721.6500000000001
1950,COD,0.0
1951,UPI,0.0
1952,Card,15076.279999999999
1953,UPI,3161.86
1954,COD,0.0
1955,UPI,19676.6
1956,Card,0.0
1957,Net Banking,0.0
1958,COD,9085.14
1959,UPI,652.115
1960,UPI,0.0
1961,UPI,6134.2300000000005
1962,Card,0.0
1963,Net Banking,10241.275
1964,Net Banking,0.0
1965,Net Banking,216.755
1966,Net Banking,8289.775
1967,Card,0.0
1968,Card,10021.0
1969,COD,28026.03
1970,Card,5857.110000000001
1971,Net Banking,12796.37
1972,UPI,18067.03
1973,Card,2173.63
1974,COD,22893.489999999998
1975,UPI,0.0
1976,Card,18182.9
1977,UPI,7591.675
1978,UPI,37584.71
1979,UPI,0.0
1980,UPI,1777.23
1981,Net Banking,9092.615
1982,Card,12566.125
1983,Net Banking,9774.675
1984,Card,23939.16
1985,UPI,14630.580000000002
1986,COD,21994.010000000002
1987,UPI,12065.68
1988,Net Banking,9755.76
1989,Card,12799.19
1990,Card,4108.37
1991,UPI,0.0
1992,COD,2859.785
1993,UPI,20305.43
1994,COD,0.0
1995,Net Banking,0.0
1996,COD,905.255
1997,Card,13955.67
1998,COD,9954.87
1999,Net Banking,1596.24
2000,Net Banking,0.0
2001,UPI,14253.91
2002,Net Banking,0.0
2003,COD,18169.17
2004,UPI,0.0
2005,Net Banking,0.0
2006,COD,8443.66
2007,COD,14126.25
2008,COD,11691.08
2009,UPI,0.0
2010,Net Banking,3217.92
2011,Card,1570.02
2012,Card,0.0
2013,COD,0.0
2014,UPI,987.145
2015,COD,3225.465
2016,COD,13896.81
2017,UPI,11990.53
2018,COD,3165.585
2019,Card,6819.49
2020,UPI,10473.67
2021,COD,0.0
2022,COD,12386.68
2023,Card,4381.92
2024,Card,0.0
2025,UPI,15007.325
2026,COD,0.0
2027,UPI,0.0
2028,Card,27155.05
2029,COD,17242.36
2030,UPI,0.0
2031,Net Banking,8849.63
2032,Card,0.0
2033,COD,0.0
2034,Net Banking,0.0
2035,Net Banking,955.57
2036,COD,0.0
2037,Net Banking,27538.21
2038,Card,3350.565
2039,UPI,0.0
2040,UPI,9298.119999999999
2041,COD,2763.505
2042,COD,0.0
2043,Net Banking,0.0
2044,COD,3116.6800000000003
2045,Net Banking,0.0
2046,COD,0.0
2047,COD,4411.99
2048,UPI,10792.205
2049,COD,0.0
2050,Net Banking,293.15
2051,COD,12519.695
2052,Card,7110.77
2053,Net Banking,645.75
2054,Net Banking,0.0
2055,Card,14548.77
2056,COD,1649.615
2057,COD,5262.9
2058,Card,9148.205
2059,UPI,9933.07
2060,Card,0.0
2061,Card,2379.395
2062,Net Banking,20653.14
2063,Card,23316.54
2064,Net Banking,0.0
2065,UPI,4354.7300000000005
2066,Card,24269.815
2067,UPI,0.0
2068,Card,10494.21
2069,COD,21227.579999999998
2070,Card,0.0
2071,Card,13177.11
2072,Net Banking,6275.224999999999
2073,UPI,0.0
2074,UPI,10947.69
2075,UPI,6814.77
2076,UPI,0.0
2077,COD,27336.34
2078,Net Banking,0.0
2079,UPI,12523.36
2080,Net Banking,0.0
2081,COD,3562.8
2082,UPI,9765.34
2083,UPI,0.0
2084,UPI,7993.79
2085,Card,0.0
2086,Card,0.0
2087,COD,8849.24
2088,Net Banking,20618.45
2089,Card,0.0
2090,COD,0.0
2091,Card,0.0
2092,COD,0.0
2093,Net Banking,10106.97
2094,Card,2131.76
2095,Net Banking,12515.58
2096,Net Banking,11924.35
2097,Net Banking,0.0
2098,Net Banking,3977.99
2099,Net Banking,6229.129999999999
2100,Net Banking,13410.91
2101,Net Banking,2835.71
2102,Card,11366.33
2103,COD,0.0
2104,Card,0.0
2105,COD,12204.689999999999
2106,Net Banking,13452.64
2107,Net Banking,10759.539999999999
2108,COD,0.0
2109,COD,0.0
2110,UPI,10317.710000000001
2111,Net Banking,6148.0
2112,UPI,14803.439999999999
2113,Net Banking,8532.14
2114,Card,0.0
2115,Card,5609.12
2116,Net Banking,0.0
2117,Net Banking,5183.469999999999
2118,UPI,11075.54
2119,COD,0.0
2120,Card,0.0
2121,UPI,35901.26
2122,COD,9142.48
2123,COD,0.0
2124,COD,18679.605
2125,UPI,4786.035
2126,COD,5110.615
2127,Card,9295.380000000001
2128,Net Banking,5767.19
2129,Net Banking,5135.52
2130,Card,9635.39
2131,Card,2192.67
2132,Card,5810.7300000000005
2133,UPI,10905.255000000001
2134,Card,13083.25
2135,Net Banking,2031.845
2136,Net Banking,18819.329999999998
2137,UPI,0.0
2138,UPI,0.0
2139,COD,0.0
2140,Card,2391.69
2141,UPI,0.0
2142,Net Banking,11619.029999999999
2143,COD,20348.86
2144,Net Banking,0.0
2145,UPI,6020.205
2146,COD,6657.165
2147,UPI,11666.36
2148,COD,159.75
2149,UPI,7754.879999999999
2150,COD,3865.07
2151,COD,5857.1900000000005
2152,Net Banking,19960.66
2153,UPI,5920.785
2154,Card,8522.08
2155,Net Banking,13840.26
2156,COD,0.0
2157,UPI,7555.3550000000005
2158,Card,23027.37
2159,Net Banking,0.0
2160,Net Banking,15262.23
2161,Net Banking,11303.380000000001
2162,Card,0.0
2163,UPI,4391.105
2164,UPI,0.0
2165,COD,8804.915
2166,UPI,7774.04
2167,UPI,15772.699999999999
2168,COD,2366.9900000000002
2169,Card,0.0
2170,Card,14877.19
2171,UPI,14461.84
2172,UPI,0.0
2173,UPI,9483.74
2174,UPI,944.435
2175,Net Banking,13779.48
2176,Net Banking,0.0
2177,Net Banking,8937.24
2178,Net Banking,0.0
2179,Card,1975.89
2180,UPI,12577.85
2181,Card,1182.685
2182,Net Banking,0.0
2183,Card,14583.699999999999
2184,Net Banking,4799.320000000001
2185,Card,5892.08
2186,UPI,5288.715
2187,Card,5153.495
2188,COD,6505.085
2189,Card,2132.1800000000003
2190,COD,0.0
2191,Net Banking,15471.12
2192,UPI,10749.18
2193,UPI,4154.92
2194,COD,0.0
2195,COD,13719.949999999999
2196,Card,8015.55
2197,UPI,5036.12
2198,UPI,1794.175
2199,COD,13038.45
2200,COD,0.0
2201,UPI,6611.09
2202,Net Banking,24372.19
2203,UPI,0.0
2204,UPI,2280.26
2205,Net Banking,9758.26
2206,COD,20716.46
2207,COD,7870.775000000001
2208,Net Banking,7698.715
2209,Card,0.0
2210,COD,12943.68
2211,COD,23233.58
2212,UPI,4575.25
2213,Net Banking,10526.925000000001
2214,UPI,15727.07
2215,COD,0.0
2216,Net Banking,18769.579999999998
2217,UPI,8944.185
2218,Card,0.0
2219,COD,0.0
2220,Net Banking,0.0
2221,COD,0.0
2222,Net Banking,0.0
2223,Card,15628.17
2224,Net Banking,5469.885
2225,Card,5370.285
2226,UPI,10100.63
2227,COD,26047.68
2228,UPI,0.0
2229,COD,5687.52
2230,COD,2597.02
2231,Net Banking,9888.825
2232,Card,0.0
2233,UPI,1980.85
2234,Net Banking,0.0
2235,COD,29058.940000000002
2236,UPI,0.0
2237,Net Banking,0.0
2238,Net Banking,1928.395
2239,UPI,23326.3
2240,COD,0.0
2241,COD,9748.99
2242,UPI,12801.279999999999
2243,Net Banking,7181.719999999999
2244,UPI,0.0
2245,COD,2259.84
2246,UPI,1362.1
2247,COD,4932.53
2248,Card,0.0
2249,Card,0.0
2250,Card,0.0
2251,Card,0.0
2252,Card,16393.29
2253,COD,10618.18
2254,Net Banking,2735.12
2255,Card,26185.82
2256,UPI,20651.96
2257,Net Banking,20245.55
2258,Card,5921.685
2259,COD,11130.05
2260,Card,3574.67
2261,Card,0.0
2262,Card,4607.76
2263,Net Banking,0.0
2264,UPI,16553.23
2265,Net Banking,10246.960000000001
2266,COD,0.0
2267,COD,9782.305
2268,Card,0.0
2269,Net Banking,11041.75
2270,Net Banking,10662.07
2271,Net Banking,13748.74
2272,Net Banking,0.0
2273,Card,10829.64
2274,Net Banking,12708.865
2275,COD,3050.54
2276,COD,3426.025
2277,Card,10856.07
2278,Net Banking,0.0
2279,Net Banking,3908.0
2280,Card,0.0
2281,COD,24506.14
2282,Card,9151.720000000001
2283,Net Banking,4389.435
2284,UPI,0.0
2285,Net Banking,4929.39
2286,Net Banking,5363.87
2287,UPI,3289.2650000000003
2288,Card,0.0
2289,COD,8760.555
2290,Card,0.0
2291,Card,12476.02
2292,UPI,0.0
2293,UPI,14836.73
2294,Net Banking,20493.52
2295,Card,8919.855
2296,Net Banking,9027.99
2297,Card,3767.655
2298,COD,0.0
2299,UPI,0.0
2300,COD,0.0
2301,COD,14848.099999999999
2302,Card,170.375
2303,Card,6663.175
2304,UPI,0.0
2305,Card,15152.93
2306,Net Banking,0.0
2307,Net Banking,0.0
2308,COD,0.0
2309,Net Banking,682.46
2310,UPI,0.0
2311,UPI,6958.165
2312,COD,0.0
2313,UPI,18354.56
2314,Net Banking,0.0
2315,Net Banking,3185.235
2316,Card,0.0
2317,Net Banking,9624.425000000001
2318,Card,4316.969999999999
2319,Net Banking,0.0
2320,UPI,15882.01
2321,Card,15719.539999999999
2322,UPI,6703.9400000000005
2323,Card,7448.28
2324,Card,0.0
2325,Card,4836.985000000001
2326,UPI,8125.139999999999
2327,UPI,0.0
2328,COD,0.0
2329,UPI,0.0
2330,UPI,10079.16
2331,Net Banking,8078.19
2332,Card,0.0
2333,COD,231.725
2334,Card,7966.34
2335,COD,22495.190000000002
2336,Net Banking,0.0
2337,COD,2404.1
2338,COD,15267.155
2339,Card,3082.83
2340,Card,0.0
2341,COD,0.0
2342,UPI,0.0
2343,UPI,4374.3099999999995
2344,COD,8680.62
2345,Card,14900.48
2346,Card,3805.03
2347,Card,0.0
2348,COD,17411.88
2349,COD,0.0
2350,Net Banking,0.0
2351,Card,1935.38
2352,UPI,0.0
2353,COD,0.0
2354,Net Banking,0.0
2355,UPI,0.0
2356,UPI,6638.34
2357,Net Banking,0.0
2358,Card,2648.68
2359,UPI,16918.55
2360,COD,893.175
2361,UPI,0.0
2362,Card,6792.515
2363,Card,17048.5
2364,UPI,0.0
2365,UPI,0.0
2366,UPI,15240.48
2367,UPI,3565.73
2368,UPI,2743.61
2369,UPI,0.0
2370,Card,12313.31
2371,Net Banking,14858.85
2372,UPI,6906.92
2373,COD,0.0
2374,COD,0.0
2375,COD,0.0
2376,Net Banking,0.0
2377,UPI,549.5
2378,UPI,6205.955
2379,Net Banking,16095.02
2380,UPI,7056.08
2381,Card,6614.59
2382,UPI,3213.87
2383,COD,0.0
2384,UPI,0.0
2385,COD,16093.76
2386,COD,0.0
2387,Net Banking,7710.065
2388,UPI,3237.36
2389,Card,14235.86
2390,COD,0.0
2391,Card,0.0
2392,Net Banking,9596.515
2393,UPI,0.0
2394,Card,3238.63
2395,Card,953.74
2396,Card,27810.46
2397,Card,0.0
2398,COD,17362.96
2399,COD,3965.83
2400,Card,0.0
2401,Card,3316.55
2402,COD,0.0
2403,COD,15326.4
2404,Net Banking,0.0
2405,COD,0.0
2406,COD,7811.615
2407,UPI,3742.5699999999997
2408,COD,0.0
2409,Card,18237.699999999997
2410,UPI,10612.77
2411,UPI,0.0
2412,Card,1698.79
2413,Net Banking,0.0
2414,Card,15845.885
2415,Net Banking,13989.305
2416,COD,0.0
2417,UPI,4925.27
2418,Net Banking,19635.48
2419,COD,7609.15
2420,Net Banking,0.0
2421,Net Banking,4187.09
2422,UPI,0.0
2423,UPI,6987.3949999999995
2424,Net Banking,0.0
2425,COD,10149.95
